period,stateid,stateDescription,sectorid,sectorName,customers,customers-units
2023-11,PA,Pennsylvania,TRA,transportation,5,number of customers
2023-11,PA,Pennsylvania,RES,residential,5519425,number of customers
2023-11,PA,Pennsylvania,OTH,other,,number of customers
2023-11,PA,Pennsylvania,IND,industrial,14960,number of customers
2023-11,PA,Pennsylvania,COM,commercial,734247,number of customers
2023-11,PA,Pennsylvania,ALL,all sectors,6268637,number of customers
2023-11,OR,Oregon,TRA,transportation,2,number of customers
2023-11,OR,Oregon,RES,residential,1856628,number of customers
2023-11,OR,Oregon,OTH,other,,number of customers
2023-11,OR,Oregon,IND,industrial,25102,number of customers
2023-11,OR,Oregon,COM,commercial,249843,number of customers
2023-11,OR,Oregon,ALL,all sectors,2131575,number of customers
2023-11,OK,Oklahoma,TRA,transportation,0,number of customers
2023-11,OK,Oklahoma,RES,residential,1878153,number of customers
2023-11,OK,Oklahoma,OTH,other,,number of customers
2023-11,OK,Oklahoma,IND,industrial,18677,number of customers
2023-11,ESC,East South Central,ALL,all sectors,10323278,number of customers
2023-11,SAT,South Atlantic,TRA,transportation,13,number of customers
2023-11,SAT,South Atlantic,RES,residential,30328223,number of customers
2023-11,SAT,South Atlantic,OTH,other,,number of customers
2023-11,SAT,South Atlantic,IND,industrial,87875,number of customers
2023-11,SAT,South Atlantic,COM,commercial,4002977,number of customers
2023-11,SAT,South Atlantic,ALL,all sectors,34419088,number of customers
2023-11,WNC,West North Central,TRA,transportation,3,number of customers
2023-11,WNC,West North Central,RES,residential,9934088,number of customers
2023-11,WNC,West North Central,OTH,other,,number of customers
2023-11,WNC,West North Central,IND,industrial,125161,number of customers
2023-11,WNC,West North Central,COM,commercial,1512062,number of customers
2023-11,WNC,West North Central,ALL,all sectors,11571314,number of customers
2023-11,ENC,East North Central,TRA,transportation,10,number of customers
2023-11,ENC,East North Central,RES,residential,20833494,number of customers
2023-11,ENC,East North Central,OTH,other,,number of customers
2023-11,ENC,East North Central,IND,industrial,54251,number of customers
2023-11,ENC,East North Central,COM,commercial,2566852,number of customers
2023-11,ENC,East North Central,ALL,all sectors,23454607,number of customers
2023-11,MAT,Middle Atlantic,TRA,transportation,20,number of customers
2023-11,MAT,Middle Atlantic,RES,residential,16632400,number of customers
2023-11,MAT,Middle Atlantic,OTH,other,,number of customers
2023-11,MAT,Middle Atlantic,IND,industrial,33291,number of customers
2023-11,MAT,Middle Atlantic,COM,commercial,2440627,number of customers
2023-11,MAT,Middle Atlantic,ALL,all sectors,19106338,number of customers
2023-11,NEW,New England,TRA,transportation,6,number of customers
2023-11,NEW,New England,RES,residential,6596935,number of customers
2023-11,NEW,New England,OTH,other,,number of customers
2023-11,NEW,New England,IND,industrial,21603,number of customers
2023-11,NEW,New England,COM,commercial,950919,number of customers
2023-11,NEW,New England,ALL,all sectors,7569463,number of customers
2023-11,WY,Wyoming,TRA,transportation,0,number of customers
2023-11,WY,Wyoming,RES,residential,285809,number of customers
2023-11,WY,Wyoming,OTH,other,,number of customers
2023-11,WY,Wyoming,IND,industrial,11773,number of customers
2023-11,WY,Wyoming,COM,commercial,59139,number of customers
2023-11,WY,Wyoming,ALL,all sectors,356721,number of customers
2023-11,WI,Wisconsin,TRA,transportation,2,number of customers
2023-11,WI,Wisconsin,RES,residential,2832670,number of customers
2023-11,WI,Wisconsin,OTH,other,,number of customers
2023-11,WI,Wisconsin,IND,industrial,5446,number of customers
2023-11,WI,Wisconsin,COM,commercial,369060,number of customers
2023-11,WI,Wisconsin,ALL,all sectors,3207178,number of customers
2023-11,WV,West Virginia,TRA,transportation,0,number of customers
2023-11,WV,West Virginia,RES,residential,865416,number of customers
2023-11,WV,West Virginia,OTH,other,,number of customers
2023-11,WV,West Virginia,IND,industrial,11072,number of customers
2023-11,WV,West Virginia,COM,commercial,151420,number of customers
2023-11,WV,West Virginia,ALL,all sectors,1027908,number of customers
2023-11,WA,Washington,TRA,transportation,5,number of customers
2023-11,WA,Washington,RES,residential,3319300,number of customers
2023-11,WA,Washington,OTH,other,,number of customers
2023-11,WA,Washington,IND,industrial,25942,number of customers
2023-11,WA,Washington,COM,commercial,406074,number of customers
2023-11,WA,Washington,ALL,all sectors,3751321,number of customers
2023-11,VA,Virginia,TRA,transportation,1,number of customers
2023-11,VA,Virginia,RES,residential,3650002,number of customers
2023-11,VA,Virginia,OTH,other,,number of customers
2023-11,VA,Virginia,IND,industrial,3814,number of customers
2023-11,VA,Virginia,COM,commercial,451895,number of customers
2023-11,VA,Virginia,ALL,all sectors,4105712,number of customers
2023-11,VT,Vermont,TRA,transportation,0,number of customers
2023-11,VT,Vermont,RES,residential,320454,number of customers
2023-11,VT,Vermont,OTH,other,,number of customers
2023-11,VT,Vermont,IND,industrial,249,number of customers
2023-11,VT,Vermont,COM,commercial,62325,number of customers
2023-11,VT,Vermont,ALL,all sectors,383028,number of customers
2023-11,UT,Utah,TRA,transportation,1,number of customers
2023-11,UT,Utah,RES,residential,1210411,number of customers
2023-11,UT,Utah,OTH,other,,number of customers
2023-11,UT,Utah,IND,industrial,10801,number of customers
2023-11,UT,Utah,COM,commercial,139668,number of customers
2023-11,UT,Utah,ALL,all sectors,1360881,number of customers
2023-11,TX,Texas,TRA,transportation,3,number of customers
2023-11,TX,Texas,RES,residential,12147656,number of customers
2023-11,TX,Texas,OTH,other,,number of customers
2023-11,TX,Texas,IND,industrial,352728,number of customers
2023-11,TX,Texas,COM,commercial,1584929,number of customers
2023-11,TX,Texas,ALL,all sectors,14085316,number of customers
2023-11,TN,Tennessee,TRA,transportation,0,number of customers
2023-11,TN,Tennessee,RES,residential,3055869,number of customers
2023-11,TN,Tennessee,OTH,other,,number of customers
2023-11,TN,Tennessee,IND,industrial,1025,number of customers
2023-11,TN,Tennessee,COM,commercial,521735,number of customers
2023-11,TN,Tennessee,ALL,all sectors,3578629,number of customers
2023-11,SD,South Dakota,TRA,transportation,0,number of customers
2023-11,SD,South Dakota,RES,residential,431729,number of customers
2023-11,SD,South Dakota,OTH,other,,number of customers
2023-11,US,U.S. Total,TRA,transportation,82,number of customers
2023-11,US,U.S. Total,RES,residential,141171614,number of customers
2023-11,US,U.S. Total,OTH,other,,number of customers
2023-11,US,U.S. Total,IND,industrial,1067252,number of customers
2023-11,US,U.S. Total,COM,commercial,19347416,number of customers
2023-11,US,U.S. Total,ALL,all sectors,161586364,number of customers
2023-11,PACN,Pacific Noncontiguous,TRA,transportation,0,number of customers
2023-11,OK,Oklahoma,COM,commercial,302991,number of customers
2023-11,OK,Oklahoma,ALL,all sectors,2199821,number of customers
2023-11,OH,Ohio,TRA,transportation,2,number of customers
2023-11,OH,Ohio,RES,residential,5093360,number of customers
2023-11,OH,Ohio,OTH,other,,number of customers
2023-11,OH,Ohio,IND,industrial,19016,number of customers
2023-11,OH,Ohio,COM,commercial,625761,number of customers
2023-11,OH,Ohio,ALL,all sectors,5738139,number of customers
2023-11,ND,North Dakota,TRA,transportation,0,number of customers
2023-11,ND,North Dakota,RES,residential,396169,number of customers
2023-11,ND,North Dakota,OTH,other,,number of customers
2023-11,ND,North Dakota,IND,industrial,9264,number of customers
2023-11,ND,North Dakota,COM,commercial,77438,number of customers
2023-11,ND,North Dakota,ALL,all sectors,482871,number of customers
2023-11,NC,North Carolina,TRA,transportation,1,number of customers
2023-11,NC,North Carolina,RES,residential,5011595,number of customers
2023-11,NC,North Carolina,OTH,other,,number of customers
2023-11,NC,North Carolina,IND,industrial,9138,number of customers
2023-11,NC,North Carolina,COM,commercial,743616,number of customers
2023-11,NC,North Carolina,ALL,all sectors,5764350,number of customers
2023-11,NY,New York,TRA,transportation,8,number of customers
2023-11,NY,New York,RES,residential,7398579,number of customers
2023-11,NY,New York,OTH,other,,number of customers
2023-11,NY,New York,IND,industrial,7045,number of customers
2023-11,NY,New York,COM,commercial,1168190,number of customers
2023-11,NY,New York,ALL,all sectors,8573822,number of customers
2023-11,NM,New Mexico,TRA,transportation,0,number of customers
2023-11,NM,New Mexico,RES,residential,914104,number of customers
2023-11,NM,New Mexico,OTH,other,,number of customers
2023-11,NM,New Mexico,IND,industrial,9420,number of customers
2023-11,NM,New Mexico,COM,commercial,146638,number of customers
2023-11,NM,New Mexico,ALL,all sectors,1070162,number of customers
2023-11,NJ,New Jersey,TRA,transportation,7,number of customers
2023-11,NJ,New Jersey,RES,residential,3714396,number of customers
2023-11,NJ,New Jersey,OTH,other,,number of customers
2023-11,NJ,New Jersey,IND,industrial,11286,number of customers
2023-11,NJ,New Jersey,COM,commercial,538190,number of customers
2023-11,NJ,New Jersey,ALL,all sectors,4263879,number of customers
2023-11,NH,New Hampshire,TRA,transportation,0,number of customers
2023-11,NH,New Hampshire,RES,residential,647158,number of customers
2023-11,NH,New Hampshire,OTH,other,,number of customers
2023-11,NH,New Hampshire,IND,industrial,3119,number of customers
2023-11,NH,New Hampshire,COM,commercial,111222,number of customers
2023-11,NH,New Hampshire,ALL,all sectors,761499,number of customers
2023-11,NV,Nevada,TRA,transportation,1,number of customers
2023-11,NV,Nevada,RES,residential,1291634,number of customers
2023-11,NV,Nevada,OTH,other,,number of customers
2023-11,NV,Nevada,IND,industrial,4600,number of customers
2023-11,NV,Nevada,COM,commercial,174405,number of customers
2023-11,NV,Nevada,ALL,all sectors,1470640,number of customers
2023-11,NE,Nebraska,TRA,transportation,0,number of customers
2023-11,NE,Nebraska,RES,residential,905381,number of customers
2023-11,NE,Nebraska,OTH,other,,number of customers
2023-11,NE,Nebraska,IND,industrial,60814,number of customers
2023-11,NE,Nebraska,COM,commercial,162187,number of customers
2023-11,NE,Nebraska,ALL,all sectors,1128382,number of customers
2023-11,MT,Montana,TRA,transportation,0,number of customers
2023-11,MT,Montana,RES,residential,553685,number of customers
2023-11,MT,Montana,OTH,other,,number of customers
2023-11,MT,Montana,IND,industrial,11346,number of customers
2023-11,MT,Montana,COM,commercial,116712,number of customers
2023-11,MT,Montana,ALL,all sectors,681743,number of customers
2023-11,MO,Missouri,TRA,transportation,2,number of customers
2023-11,MO,Missouri,RES,residential,2834016,number of customers
2023-11,MO,Missouri,OTH,other,,number of customers
2023-11,MO,Missouri,IND,industrial,9439,number of customers
2023-11,MO,Missouri,COM,commercial,388159,number of customers
2023-11,MO,Missouri,ALL,all sectors,3231616,number of customers
2023-11,MS,Mississippi,TRA,transportation,0,number of customers
2023-11,MS,Mississippi,RES,residential,1363026,number of customers
2023-11,MS,Mississippi,OTH,other,,number of customers
2023-11,MS,Mississippi,IND,industrial,10953,number of customers
2023-11,MS,Mississippi,COM,commercial,244344,number of customers
2023-11,MS,Mississippi,ALL,all sectors,1618323,number of customers
2023-11,MN,Minnesota,TRA,transportation,1,number of customers
2023-11,MN,Minnesota,RES,residential,2579271,number of customers
2023-11,MN,Minnesota,OTH,other,,number of customers
2023-11,MN,Minnesota,IND,industrial,9037,number of customers
2023-11,MN,Minnesota,COM,commercial,306954,number of customers
2023-11,MN,Minnesota,ALL,all sectors,2895263,number of customers
2023-11,MI,Michigan,TRA,transportation,2,number of customers
2023-11,MI,Michigan,RES,residential,4513779,number of customers
2023-11,MI,Michigan,OTH,other,,number of customers
2023-11,MI,Michigan,IND,industrial,5545,number of customers
2023-11,MI,Michigan,COM,commercial,560760,number of customers
2023-11,MI,Michigan,ALL,all sectors,5080086,number of customers
2023-11,MA,Massachusetts,TRA,transportation,2,number of customers
2023-11,MA,Massachusetts,RES,residential,2890987,number of customers
2023-11,MA,Massachusetts,OTH,other,,number of customers
2023-11,MA,Massachusetts,IND,industrial,10736,number of customers
2023-11,MA,Massachusetts,COM,commercial,449691,number of customers
2023-11,MA,Massachusetts,ALL,all sectors,3351416,number of customers
2023-11,MD,Maryland,TRA,transportation,5,number of customers
2023-11,PACN,Pacific Noncontiguous,RES,residential,744585,number of customers
2023-11,PACN,Pacific Noncontiguous,OTH,other,,number of customers
2023-11,PACN,Pacific Noncontiguous,IND,industrial,1983,number of customers
2023-11,PACN,Pacific Noncontiguous,COM,commercial,117374,number of customers
2023-11,PACN,Pacific Noncontiguous,ALL,all sectors,863942,number of customers
2023-11,PACC,Pacific Contiguous,TRA,transportation,19,number of customers
2023-11,PACC,Pacific Contiguous,RES,residential,18973650,number of customers
2023-11,PACC,Pacific Contiguous,OTH,other,,number of customers
2023-11,PACC,Pacific Contiguous,IND,industrial,192355,number of customers
2023-11,PACC,Pacific Contiguous,COM,commercial,2390525,number of customers
2023-11,PACC,Pacific Contiguous,ALL,all sectors,21556549,number of customers
2023-11,MTN,Mountain,TRA,transportation,5,number of customers
2023-11,MTN,Mountain,RES,residential,10640286,number of customers
2023-11,MTN,Mountain,OTH,other,,number of customers
2023-11,MTN,Mountain,IND,industrial,99091,number of customers
2023-11,MTN,Mountain,COM,commercial,1495699,number of customers
2023-11,MTN,Mountain,ALL,all sectors,12235081,number of customers
2023-11,WSC,West South Central,TRA,transportation,6,number of customers
2023-11,WSC,West South Central,RES,residential,17662752,number of customers
2023-11,WSC,West South Central,OTH,other,,number of customers
2023-11,WSC,West South Central,IND,industrial,426685,number of customers
2023-11,WSC,West South Central,COM,commercial,2397261,number of customers
2023-11,WSC,West South Central,ALL,all sectors,20486704,number of customers
2023-11,ESC,East South Central,TRA,transportation,0,number of customers
2023-11,ESC,East South Central,RES,residential,8825201,number of customers
2023-11,ESC,East South Central,OTH,other,,number of customers
2023-11,ESC,East South Central,IND,industrial,24957,number of customers
2023-11,MD,Maryland,RES,residential,2437098,number of customers
